School_Name,District_Name,Chronic_Absenteeism_Rate,Dropout_0708,Dropout_0912,SAT_Avg,ACT_Avg,Teacher_Student_Ratio,Meets_GL_STD
E J MOSS INT,LINDALE ISD,2.6,.,.,.,.,13.5,60
E MERLE SMITH MIDDLE,SINTON ISD,4,1.4,.,.,.,10.8,35
E RAY EL,EVERMAN ISD,3.7,.,.,.,.,11.9,26
E T WRENN MIDDLE,EDGEWOOD ISD,16.1,0.2,.,.,.,16.3,14
EAGLE HEIGHTS EL,AZLE ISD,4.7,.,.,.,.,12.8,45
EAGLE LAKE INT,RICE CISD,4.7,.,.,.,.,12.7,31
EAGLE LAKE PRI,RICE CISD,1.3,.,.,.,.,16.2,.
EAGLE MOUNTAIN EL,EAGLE MT-SAGINAW ISD,2.4,.,.,.,.,13.8,42
EAGLE PASS H S,EAGLE PASS ISD,11.4,.,0.3,995,18.4,18.3,-1
EAGLE PASS J H,EAGLE PASS ISD,5.9,1.1,.,.,.,18.2,41
EAGLE RIDGE EL,KELLER ISD,0.8,.,.,.,.,14.1,51
EAGLE SPRINGS EL,HUMBLE ISD,0.9,.,.,.,.,14.1,56
EANES EL,EANES ISD,1,.,.,.,.,11.1,64
EARL & LOTTIE WOLFORD EL,MCKINNEY ISD,1.6,.,.,.,.,12.3,67
EARL & MARTHALU DIETERICH MIDDLE,MIDLOTHIAN ISD,.,0,.,.,.,18.1,52
EARLY CHILDHOOD,EDINBURG CISD,.,.,.,.,.,25.3,.
EARLY CHILDHOOD CENTER,BARBERS HILL ISD,2.8,.,.,.,.,13.3,.
EARLY CHILDHOOD CENTER,CHANNELVIEW ISD,.,.,.,.,.,17.7,.
EARLY CHILDHOOD CENTER,DEER PARK ISD,.,.,.,.,.,10.5,.
EARLY CHILDHOOD CENTER,KERRVILLE ISD,.,.,.,.,.,16.9,.
EARLY CHILDHOOD CENTER,EAGLE PASS ISD,.,.,.,.,.,18.4,.
EARLY CHILDHOOD CENTER,FLOUR BLUFF ISD,.,.,.,.,.,14.9,.
EARLY CHILDHOOD CENTER,LINDALE ISD,.,.,.,.,.,13.8,.
EARLY CHILDHOOD CTR,CROCKETT ISD,.,.,.,.,.,20.3,.
EARLY CHILDHOOD DEVELOPMENT CTR,CORPUS CHRISTI ISD,1,.,.,.,.,16.2,73
EARLY CHILDHOOD SCHOOL,FRISCO ISD,.,.,.,.,.,12.5,.
EARLY COLLEGE H S,CARROLLTON-FARMERS BRANCH ISD,2.9,.,0,1114,-1,22.3,66
EARLY COLLEGE H S AT MIDLAND COLLEGE,MIDLAND ISD,1.7,.,0.5,1169,29.3,19.6,84
EARLY COLLEGE STEM ACADEMY,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,4.2,0,.,.,.,17.3,17
EARLY COLLEGE T-STEM ACADEMY,RAUL YZAGUIRRE SCHOOLS FOR SUCCESS,9.9,.,0.7,899,.,14.9,34
EARLY EL,EARLY ISD,3,.,.,.,.,10.8,44
EARLY H S,EARLY ISD,2.6,.,0,1144,20.1,9.9,68
EARLY MIDDLE,EARLY ISD,4.3,0.5,.,.,.,13.2,57
EARLY PRI,EARLY ISD,1.6,.,.,.,.,13,.
EARNEST O WOODS INT,WILLS POINT ISD,3.8,.,.,.,.,14.9,27
EARNESTEEN MILSTEAD MIDDLE,PASADENA ISD,6.1,.,.,.,.,11,20
EAST BERNARD EL,EAST BERNARD ISD,1.4,.,.,.,.,12.8,47
EAST BERNARD H S,EAST BERNARD ISD,2.9,.,0,1016,-1,9.7,73
EAST BERNARD J H,EAST BERNARD ISD,1.1,0,.,.,.,12.7,53
EAST CENTRAL CAST LEAD H S,EAST CENTRAL ISD,.,.,0,.,.,9,38
EAST CENTRAL CHOICE PROGAM,EAST CENTRAL ISD,45.3,0,0,.,.,.,.
EAST CENTRAL H S,EAST CENTRAL ISD,16.2,.,3.3,1016,19.7,16.9,37
EAST CENTRAL HERITAGE MIDDLE,EAST CENTRAL ISD,8.7,1.1,.,.,.,19.2,20
EAST CHAMBERS EL,EAST CHAMBERS ISD,3,.,.,.,.,12.2,51
EAST CHAMBERS H S,EAST CHAMBERS ISD,8.2,.,0.7,1037,-1,13.8,62
EAST CHAMBERS J H,EAST CHAMBERS ISD,3.1,0.4,.,.,.,14.8,45
EAST CHAMBERS PRI,EAST CHAMBERS ISD,4.5,.,.,.,.,13.1,.
EAST CLIFF EL,GREGORY-PORTLAND ISD,2.2,.,.,.,.,14.1,55
EAST EARLY COLLEGE H S,HOUSTON ISD,1.3,.,0.2,1034,-1,18.2,.
EAST EL,BROWNWOOD ISD,3.6,.,.,.,.,13.6,57
EAST EL,BRECKENRIDGE ISD,4.9,.,.,.,.,16.2,.
EAST FORT WORTH MONTESSORI ACADEMY,EAST FORT WORTH MONTESSORI ACADEMY,3,.,.,.,.,14.2,21
EAST GRAND PREPARATORY ACADEMY,CITYSCAPE SCHOOLS,4.3,1.7,.,.,.,21.2,17
EAST HANDLEY EL,FORT WORTH ISD,6.3,.,.,.,.,12.8,16
EAST MONTANA MIDDLE,CLINT ISD,3.6,0,.,.,.,14.5,19
EAST POINT EL,YSLETA ISD,2.2,.,.,.,.,14.4,26
EAST RIDGE EL,SWEETWATER ISD,3.4,.,.,.,.,11,24
EAST SIDE EL,JACKSONVILLE ISD,3.7,.,.,.,.,15.6,40
EAST SIDE INT,PALACIOS ISD,1.5,.,.,.,.,12.9,42
EAST TERRELL HILLS EL,NORTH EAST ISD,6.9,.,.,.,.,12.9,27
EAST TEXAS MONTESSORI PREP ACADEMY,LONGVIEW ISD,.,.,.,.,.,17.4,.
EAST VIEW H S,GEORGETOWN ISD,8.3,.,1.1,961,24.6,16,42
EASTERN HILLS EL,FORT WORTH ISD,12.7,.,.,.,.,16.2,16
EASTERN HILLS H S,FORT WORTH ISD,17.8,-1,6.8,829,15.6,15.7,23
EASTERN HILLS MIDDLE,KILLEEN ISD,8.2,0.6,.,.,.,15.5,30
EASTEX-JENSEN CLASSICAL ACADEMY,TEXAS COLLEGE PREPARATORY ACADEMIES,14.3,.,.,.,.,14,18
EASTLAKE H S,SOCORRO ISD,10.2,.,1.6,900,19,18.1,-1
EASTLAND H S,EASTLAND ISD,9.3,.,0,1029,20.2,10.4,52
EASTLAND MIDDLE,EASTLAND ISD,5.1,0,.,.,.,12,39
EASTRIDGE EL,RED OAK ISD,0.6,.,.,.,.,15.4,40
EASTRIDGE EL,AMARILLO ISD,2.5,.,.,.,.,13.1,29
EASTSIDE EL,CLEVELAND ISD,6.9,.,.,.,.,15.4,23
EASTSIDE MEMORIAL ECHS,AUSTIN ISD,29.5,.,0.9,830,-1,18.3,20
EASTWOOD ACADEMY,HOUSTON ISD,0.9,.,0.7,1081,-1,17.4,78
EASTWOOD H S,YSLETA ISD,6.5,.,1.4,941,20.1,16.7,27
EASTWOOD HEIGHTS EL,YSLETA ISD,2,.,.,.,.,15.5,35
EASTWOOD KNOLLS INTERNATIONAL,YSLETA ISD,0.5,0,.,.,.,14.9,9
EASTWOOD MIDDLE,YSLETA ISD,5.3,0.2,.,.,.,15.6,16
EBBY HALLIDAY EL,DALLAS ISD,6.9,.,.,.,.,15,27
ECKERT EL,ALDINE ISD,14.4,.,.,.,.,17.1,14
ECONOMEDES H S,EDINBURG CISD,18.5,.,3.7,1040,18.8,14.9,33
ECTOR CO YOUTH CTR,ECTOR COUNTY ISD,0,0,-1,.,.,4.4,.
ECTOR COLLEGE PREP SUCCESS ACADEMY,ECTOR COUNTY ISD,9.1,2.3,.,.,.,20.4,18
ECTOR EL,ECTOR ISD,6.3,.,.,.,.,12.4,23
ECTOR H S,ECTOR ISD,7.2,0,0,981,-1,7.1,36
ED FRANZ EL,JUDSON ISD,4.6,.,.,.,.,13.5,20
ED H WHITE EL,CLEAR CREEK ISD,2.8,.,.,.,.,16.6,49
ED WILLKIE MIDDLE,EAGLE MT-SAGINAW ISD,4.8,0,.,.,.,15.2,40
EDCOUCH-ELSA H S,EDCOUCH-ELSA ISD,16.4,.,5.1,859,16.9,12.3,34
EDCOUCH-ELSA H S ACADEMY,EDCOUCH-ELSA ISD,40.7,.,15.2,.,.,19,.
EDDIE BERNICE JOHNSON EL,DALLAS ISD,.,.,.,.,.,16.2,25
EDDIE FINLEY SR J H,WAXAHACHIE ISD,3.4,0,-1,.,.,15.6,44
EDEN CISD,EDEN CISD,4.9,0,0,.,20.1,10.7,25
EDEN-FAIRVIEW ACCELERATED,EDEN CISD,.,.,-1,.,.,.,.
EDEN-FAIRVIEW DAEP,EDEN CISD,.,.,-1,.,.,.,.
EDGAR ALLAN POE STEM DUAL LANGUAGE MIDDLE,SAN ANTONIO ISD,.,.,.,.,.,14.8,.
EDGAR GLOVER JR EL,FORT BEND ISD,4.7,.,.,.,.,11.6,31
EDGEMERE EL,PLAINVIEW ISD,10.1,.,.,.,.,14.5,29
EDGEMERE INTERNATIONAL SCHOOL,YSLETA ISD,1.6,.,.,.,.,13.7,30
EDGEWOOD EL,SPRING BRANCH ISD,6.1,.,.,.,.,13.1,17
EDGEWOOD EL,EDGEWOOD ISD,3.9,.,.,.,.,15.2,.
EDGEWOOD H S,EDGEWOOD ISD,7,.,0,1003,20.5,11.5,60
EDGEWOOD INT,EDGEWOOD ISD,5,.,.,.,.,12,37
EDGEWOOD MIDDLE,EDGEWOOD ISD,5.4,0,.,.,.,10.8,41
EDINBURG H S,EDINBURG CISD,15.4,.,2.3,1023,18.5,13.8,47
EDINBURG NORTH H S,EDINBURG CISD,15.7,.,2.7,1044,18.8,13.4,62
EDISON EL,GAINESVILLE ISD,5.8,.,.,.,.,16.9,.
EDISON H S,SAN ANTONIO ISD,20.2,.,1.1,895,15.2,13.8,29
EDISON MIDDLE,HOUSTON ISD,10.8,4.4,.,.,.,13.8,12
EDITH & ETHEL CARMAN EL,PHARR-SAN JUAN-ALAMO ISD,7.4,.,.,.,.,16.9,6
EDNA ALTERNATIVE,EDNA ISD,56.6,.,0,.,.,18.2,0
EDNA BIGHAM MAYS EL,TROY ISD,2.7,.,.,.,.,13.7,.
EDNA EL,EDNA ISD,6.1,.,.,.,.,13.7,39
EDNA H S,EDNA ISD,7.1,.,0.5,973,17.8,11.7,55
EDNA J H,EDNA ISD,5.6,0,.,.,.,14,44
EDNA MAE FIELDER EL,KATY ISD,0.4,.,.,.,.,13.7,60
EDNA ROWE EL,DALLAS ISD,5.7,.,.,.,.,11.9,31
EDNA TAMAYO HOUSE,HARLINGEN CISD,.,.,-1,.,.,5.3,.
EDUARDO MATA MONTESSORI SCHOOL,DALLAS ISD,1.6,0.9,.,.,.,13.4,31
EDUCATION CENTER INTERNATIONAL ACADEMY 1,EDUCATION CENTER INTERNATIONAL ACADEMY,7.9,.,.,.,.,15,25
EDUCATION CENTER INTERNATIONAL ACADEMY 2,EDUCATION CENTER INTERNATIONAL ACADEMY,12.1,0,.,.,.,14.2,39
EDUCATION CENTER INTERNATIONAL ACADEMY 3,EDUCATION CENTER INTERNATIONAL ACADEMY,6.8,0,.,.,.,12.4,27
EDWARD B CANNAN EL,WILLIS ISD,4.6,.,.,.,.,17.5,31
EDWARD BRISCOE EL,FORT WORTH ISD,5.2,.,.,.,.,13.4,14
EDWARD K DOWNING EL,ECTOR COUNTY ISD,4.1,.,.,.,.,21.6,20
EDWARD ROBERSON MIDDLE,SPRING ISD,0.6,0,.,.,.,13.7,52
EDWARD TITCHE EL,DALLAS ISD,7.3,.,.,.,.,16.1,26
EDWARDS-JOHNSON MEMORIAL MIDDLE,SILSBEE ISD,6.6,0.2,.,.,.,13.8,28
EDWIN F WILLIAMS INT,PERRYTON ISD,2.5,.,.,.,.,11.4,45
EDWIN J KIEST EL,DALLAS ISD,3.1,.,.,.,.,16.8,29
EDWIN M WELLS MIDDLE,SPRING ISD,14.2,3.5,.,.,.,15.1,16
EFFIE MORRIS EARLY LEARNING ACADEMY,LAKE WORTH ISD,13.1,.,.,.,.,14.8,.
EGLY EL,BROWNSVILLE ISD,5.4,.,.,.,.,13.6,9
EHRHARDT EL,KLEIN ISD,4.2,.,.,.,.,13.8,27
EHRHART SCHOOL,EHRHART SCHOOL,2.6,0,.,.,.,13.3,38
EILAND EL,KLEIN ISD,4.9,.,.,.,.,10.7,26
EISENHOWER EL,EDINBURG CISD,5.3,.,.,.,.,15.8,19
EISENHOWER H S,ALDINE ISD,18,.,4.8,860,-1,17.6,31
EISENHOWER MIDDLE,NORTH EAST ISD,9.6,2.6,.,.,.,15,31
EL ALTER LEARNING CENTER,KILLEEN ISD,26.4,.,.,.,.,3.5,.
EL CAMPO H S,EL CAMPO ISD,14.2,.,1.2,1045,21.5,14.4,47
EL CAMPO MIDDLE,EL CAMPO ISD,7.6,0.9,.,.,.,14.3,34
EL DAEP,FORT BEND ISD,-1,.,.,.,.,3,.
EL DORADO EL,NORTH EAST ISD,5.7,.,.,.,.,12.4,25
EL DORADO H S,SOCORRO ISD,12,.,1.8,916,23.8,17.5,0
EL FOR EDUCATION INNOVATION,BETTY M CONDRA SCHOOL FOR EDUCATION INNOVATION,16.9,.,.,.,.,11.2,7
EL JARDIN EL,BROWNSVILLE ISD,6.5,.,.,.,.,15.3,24
EL MAGNET AT BLACKSHEAR,ECTOR COUNTY ISD,10.3,.,.,.,.,17.6,18
EL MAGNET AT HAYS,ECTOR COUNTY ISD,0.7,.,.,.,.,17.3,51
EL MAGNET AT MILAM EL,ECTOR COUNTY ISD,0.9,.,.,.,.,15,24
EL MAGNET AT REAGAN EL,ECTOR COUNTY ISD,0.4,.,.,.,.,18.7,78
EL MAGNET AT TRAVIS,ECTOR COUNTY ISD,11.7,.,.,.,.,13.6,13
EL MAGNET AT ZAVALA,ECTOR COUNTY ISD,10.8,.,.,.,.,13.7,.
EL PASO ACADEMY,EL PASO ACADEMY,42.8,.,15,.,.,15.9,.
EL PASO ACADEMY WEST,EL PASO ACADEMY,55.1,.,15.2,.,.,23.8,50
EL PASO CLASSICAL ACADEMY,TEXAS COLLEGE PREPARATORY ACADEMIES,.,2.1,1.2,.,.,14.7,34
EL PASO H S,EL PASO ISD,11,.,1.8,975,22.6,16.9,-1
EL PASO LEADERSHIP ACADEMY,EL PASO LEADERSHIP ACADEMY,6.9,0,.,.,.,14.5,.
EL PASO LEADERSHIP ACADEMY - H S EAST,EL PASO LEADERSHIP ACADEMY,.,.,.,.,.,5.6,.
EL PASO LEADERSHIP ACADEMY - MIDDLE EAST,EL PASO LEADERSHIP ACADEMY,.,.,.,.,.,6.1,.
EL142,KILLEEN ISD,.,.,.,.,.,16.7,.
EL144,KILLEEN ISD,.,.,.,.,.,16.8,.
ELADIO R MARTINEZ LEARNING CENTER,DALLAS ISD,5.9,.,.,.,.,13.7,25
ELAINE S SCHLATHER INT,SCHERTZ-CIBOLO-U CITY ISD,3,.,.,.,.,14.8,47
ELDER MIDDLE,FORT WORTH ISD,8.3,1.3,.,.,.,15.7,21
ELDORADO EL,SCHLEICHER ISD,2.2,.,.,.,.,10.4,21
ELDORADO H S,SCHLEICHER ISD,2.6,.,0,1035,23.9,8.2,69
ELDORADO MIDDLE,SCHLEICHER ISD,1.1,0,.,.,.,9.8,43
ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,ELEANOR KOLITZ HEBREW LANGUAGE ACADEMY,1.3,0,.,.,.,14.4,55
ELECTRA EL,ELECTRA ISD,2.2,.,.,.,.,12.4,36
ELECTRA JUNIOR/SENIOR HIGH,ELECTRA ISD,7.7,0,7.8,1113,-1,7.5,36
ELEMENTARY' DISCIPLINARY ALTERNATIVE EDUCATION PRG,DALLAS ISD,27.8,.,.,.,.,1,.
ELEVATE COLLEGIATE,ELEVATE COLLEGIATE CHARTER SCHOOL,.,.,.,.,.,13.7,.
ELFIDA CHAVEZ EL,SOCORRO ISD,2.1,.,.,.,.,17.2,-1
ELGIN EL,ELGIN ISD,6.1,.,.,.,.,15.4,11
ELGIN H S,ELGIN ISD,18.2,.,1.8,885,-1,16.5,25
ELGIN INT,ELGIN ISD,.,.,.,.,.,19.8,20
ELGIN MIDDLE,ELGIN ISD,6.9,0.7,.,.,.,14.8,21
ELIAS HERRERA MIDDLE,UNITED ISD,.,0.3,.,.,.,17.9,45
ELIAS LONGORIA SR MIDDLE,EDINBURG CISD,7,0,.,.,.,10.8,21
ELIGIO KIKA DE LA GARZA EL,LA JOYA ISD,3.2,.,.,.,.,12.1,.
ELIOT EL,HOUSTON ISD,3.5,.,.,.,.,14.5,34
ELISABET NEY PRE-KINDERGARTEN CAMPUS,BRAZOSPORT ISD,3.8,.,.,.,.,15.2,.
ELISHA M PEASE EL,DALLAS ISD,19.6,.,.,.,.,15.7,27
ELIZABETH SMITH ACADEMY,MANSFIELD ISD,1,.,.,.,.,14.2,60
ELKHART EL,ELKHART ISD,2.5,.,.,.,.,13.6,.
ELKHART H S,ELKHART ISD,9,.,0.3,979,-1,8.3,67
ELKHART INT,ELKHART ISD,2,.,.,.,.,11.9,49
ELKHART MIDDLE,ELKHART ISD,4.3,0,.,.,.,11.7,52
ELKINS EL,EAGLE MT-SAGINAW ISD,3.3,.,.,.,.,15.8,33
ELLA J BAKER MONTESSORI SCHOOL,HOUSTON ISD,1.9,0,.,.,.,17.6,36
ELLA SCHORLEMMER EL,VICTORIA ISD,4.7,.,.,.,.,15,45
ELLEN OCHOA STEM ACADEMY AT BEN MILIAM EL,GRAND PRAIRIE ISD,2.1,.,.,.,.,15.4,19
ELLIOTT EL,FRISCO ISD,3.6,.,.,.,.,14.7,28
ELLIOTT EL,IRVING ISD,1.4,.,.,.,.,14.2,28
ELLIS CO JJAEP,MIDLOTHIAN ISD,.,.,.,.,.,.,.
ELLIS CO JJAEP,WAXAHACHIE ISD,.,.,.,.,.,.,.
ELLIS EL,ARLINGTON ISD,7.2,.,.,.,.,17.1,20
ELLISON EL,NORTHSIDE ISD,4.1,.,.,.,.,14.2,47
ELM CREEK EL,SOUTHWEST ISD,4.5,.,.,.,.,13.9,37
ELM GROVE EL,HUMBLE ISD,2.5,.,.,.,.,14,37
ELM GROVE EL,HAYS CISD,0.7,.,.,.,.,14.3,61
ELMA E BARRERA EL,SANTA ROSA ISD,3.1,.,.,.,.,14.1,22
ELMER C WATSON H S,EAGLE MT-SAGINAW ISD,38.5,.,1.9,937,.,8.7,50
ELMORE EL,HOUSTON ISD,14.6,.,.,.,.,17.2,12
ELODIA R CHAPA EL,LA JOYA ISD,1.8,.,.,.,.,13.1,60
ELOISE JAPHET ACADEMY,SAN ANTONIO ISD,10.5,1.5,.,.,.,14.8,12
ELOLF EL,JUDSON ISD,3.8,.,.,.,.,16.3,19
ELOY GARZA SALAZAR EL,DONNA ISD,3.2,.,.,.,.,15.9,19
ELROD EL,NORTHSIDE ISD,3.7,.,.,.,.,13.1,29
ELROD EL,HOUSTON ISD,4.5,.,.,.,.,16.6,35
ELSA ENGLAND EL,ROUND ROCK ISD,1.9,.,.,.,.,15.1,61
ELSIK H S,ALIEF ISD,20.4,.,2.6,882,15.1,15.6,39
ELVA C LOBIT MIDDLE,DICKINSON ISD,3.1,.,.,.,.,12.8,29
ELVIS J BALLEW H S,PHARR-SAN JUAN-ALAMO ISD,52,.,16.4,.,12.8,11.1,.
ELYSIAN FIELDS EL,ELYSIAN FIELDS ISD,3.3,.,.,.,.,13,43
ELYSIAN FIELDS H S,ELYSIAN FIELDS ISD,8.5,.,0,-1,22.2,10.3,66
ELYSIAN FIELDS MIDDLE,ELYSIAN FIELDS ISD,8.5,0.7,.,.,.,8.6,52
EMELINE CARPENTER EL,NACOGDOCHES ISD,6.3,.,.,.,.,12.3,7
EMERSON EL,HOUSTON ISD,5.4,.,.,.,.,18.7,22
EMERSON EL,MIDLAND ISD,7,.,.,.,.,13.2,52
EMERSON EL,AMARILLO ISD,6.6,.,.,.,.,13,53
EMERSON H S,FRISCO ISD,.,.,.,.,.,10.4,.
EMERY EL,CYPRESS-FAIRBANKS ISD,3.7,.,.,.,.,14.2,30
EMILE EL,BASTROP ISD,7.6,.,.,.,.,15.4,23
EMILIANO ZAPATA EL,LA JOYA ISD,2.1,.,.,.,.,14.4,.
EMILIO & GUADALUPE GONZALEZ PRE-K CENTER,DENTON ISD,.,.,.,.,.,12.9,.
EMMA ROBERSON EL,GRANBURY ISD,5.7,.,.,.,.,13.4,.
EMMA VERA EL,ROMA ISD,4.2,.,.,.,.,15.6,36
EMMETT J CONRAD H S,DALLAS ISD,23.4,.,3.8,892,15.8,15.7,32
EMMOTT EL,CYPRESS-FAIRBANKS ISD,6.2,.,.,.,.,13.8,28
EMPOWERMENT H S,SOUTHWEST SCHOOL,20.4,.,2.7,854,15.9,19.2,15
ENCINAL EL,COTULLA ISD,2.6,.,.,.,.,8.6,25
ENCINO PARK EL,NORTH EAST ISD,1.2,.,.,.,.,14.2,65
ENDEAVOR HS-JOE FRANK CAMPBELL LEARNING CENTER,CHANNELVIEW ISD,63.8,.,21.4,-1,.,6.4,10
ENERGIZED FOR EXCELLENCE ACADEMY ECC,HOUSTON ISD,.,.,.,.,.,.,.
ENERGIZED FOR EXCELLENCE ACADEMY EL,HOUSTON ISD,2.5,.,.,.,.,-2,21
ENERGIZED FOR EXCELLENCE ACADEMY INC MIDDLE,HOUSTON ISD,0.8,1.7,.,.,.,.,30
ENERGIZED FOR STEM ACADEMY H S,HOUSTON ISD,8.1,.,2,888,.,.,31
ENERGIZED FOR STEM ACADEMY MIDDLE,HOUSTON ISD,0,1,.,.,.,.,21
ENERGY INSTITUTE H S,HOUSTON ISD,3.4,.,0.9,1043,24.5,17,75
ENGE-WASHINGTON INT,GROESBECK ISD,1.8,.,.,.,.,11.9,22
ENNIS H S,ENNIS ISD,10,.,0.9,1012,19.3,14,50
ENNIS J H,ENNIS ISD,5.4,0.4,.,.,.,14.2,38
ENRIQUE KIKI CAMARENA EL,LA JOYA ISD,1.9,.,.,.,.,14.5,.
EP RAYZOR EL,DENTON ISD,0,.,.,.,.,10.7,66
EPPS ISLAND EL,KLEIN ISD,4.3,.,.,.,.,11.3,27
ERA SCHOOL,ERA ISD,1.3,0,0,.,22.9,12.8,56
ERECKSON MIDDLE,ALLEN ISD,1.5,0.5,-1,.,.,17.4,64
ERIC DAHLSTROM MIDDLE,HAYS CISD,2.2,0,.,.,.,17.8,52
ERMA NASH EL,MANSFIELD ISD,2.6,.,.,.,.,14.2,33
ERMEL EL,ALDINE ISD,3.3,.,.,.,.,15.8,25
ERNESTO SERNA SCHOOL,SOCORRO ISD,4.7,0,.,.,.,13.2,17
ERVIN C WHITT EL,GRAND PRAIRIE ISD,7.3,.,.,.,.,14.3,22
ERVIN EL,LUBBOCK ISD,3.7,.,.,.,.,10.7,15
ESCAMILLA EL,ALDINE ISD,4.4,.,.,.,.,16,17
ESCANDON EL,EDINBURG CISD,2.1,.,.,.,.,16.3,22
ESCANDON EL,MCALLEN ISD,3.7,.,.,.,.,13.2,3
ESCHOOL PREP,TEXARKANA ISD,0,14.4,25,-1,.,-2,27
ESCONDIDO EL,JUDSON ISD,3.7,.,.,.,.,16.5,32
ESCONTRIAS EARLY CHILD CTR,SOCORRO ISD,5,.,.,.,.,13.8,.
ESCONTRIAS EL,SOCORRO ISD,3.9,.,.,.,.,15,22
ESPARZA EL,NORTHSIDE ISD,5,.,.,.,.,12.1,28
ESPERANZA MEDRANO EL,DALLAS ISD,6.9,.,.,.,.,12.4,23
ESTACADO H S,LUBBOCK ISD,25.8,.,4.8,841,16.4,11.5,34
ESTACADO MIDDLE,PLAINVIEW ISD,7.4,1.4,.,.,.,12.7,36
ESTRADA ACHIEVEMENT CTR,SAN ANTONIO ISD,30.9,0,0,.,.,6.1,.
ETHRIDGE EL,GARLAND ISD,3.9,.,.,.,.,16.5,23
ETHRIDGE EL,LEWISVILLE ISD,2.7,.,.,.,.,10.8,45
ETOILE ACADEMY CHARTER SCHOOL,ETOILE ACADEMY CHARTER SCHOOL,7.4,0,.,.,.,19.9,22
ETOILE EL,ETOILE ISD,5.6,0,.,.,.,8,32
EUBANKS INT,CARROLL ISD,0.2,.,.,.,.,14.5,84
EUGENE 'GENE' KRANZ J H,DICKINSON ISD,5.5,0.1,.,.,.,12.4,51
EUGENE PURCELL EL,ABILENE ISD,5.8,.,.,.,.,15.2,24
EULA EL,EULA ISD,3.8,.,.,.,.,11,41
EULA H S,EULA ISD,2.6,.,0,-1,20.8,6.4,80
EULA J H,EULA ISD,5.9,0,.,.,.,12.4,51
EULESS J H,HURST-EULESS-BEDFORD ISD,5.7,0.2,0.8,.,.,18,50
EUSTACE H S,EUSTACE ISD,4.8,.,0,1028,-1,9.3,55
EUSTACE INT,EUSTACE ISD,2.2,.,.,.,.,14.2,37
EUSTACE MIDDLE,EUSTACE ISD,3,0,.,.,.,13.6,43
EUSTACE PRI,EUSTACE ISD,6.5,.,.,.,.,17.2,.
EVADALE EL,EVADALE ISD,4.2,.,.,.,.,11.6,26
EVADALE H S,EVADALE ISD,10.3,.,0,946,.,7,51
EVADALE J H,EVADALE ISD,5.9,0,.,.,.,11.6,23
EVANGELINA GARZA EL,LA JOYA ISD,1.3,.,.,.,.,14,.
EVANS EL,BONHAM ISD,1.7,.,.,.,.,12.5,35
EVANS MIDDLE,LUBBOCK ISD,3.9,0.5,.,.,.,14.7,41
EVANS SES,CORPUS CHRISTI ISD,19,.,.,.,.,11.9,16
EVANT EL,EVANT ISD,1.1,.,.,.,.,9.7,17
EVANT H S,EVANT ISD,7.6,3.9,16.8,-1,22.1,13.9,38
EVELYN LOVE COLEMAN J H,WAXAHACHIE ISD,3.6,0,.,.,.,13.3,41
EVELYN TURLINGTON EL,WALLER ISD,1.6,.,.,.,.,16.5,44
EVERETTE LEE DEGOLYER EL,DALLAS ISD,3.5,.,.,.,.,13.3,54
EVERMAN ACADEMY H S,EVERMAN ISD,26.6,.,7.2,747,-1,10.3,-1
EVERMAN H S,EVERMAN ISD,14.8,.,2,873,14.8,17.3,43
EVERS EL,NORTHSIDE ISD,6.5,.,.,.,.,13.8,25
EVERS PARK EL,DENTON ISD,1.1,.,.,.,.,12.2,24
EVOLUTION ACADEMY BEAUMONT,EVOLUTION ACADEMY CHARTER SCHOOL,34.8,.,9.4,.,.,25.7,-1
EVOLUTION ACADEMY CHARTER SCHOOL,EVOLUTION ACADEMY CHARTER SCHOOL,63.8,.,12.1,-1,-1,29.2,.
EVOLUTION ACADEMY HOUSTON,EVOLUTION ACADEMY CHARTER SCHOOL,39.6,.,1.3,-1,.,16.4,.
EWELL D WALKER MIDDLE,DALLAS ISD,6.7,3.6,.,.,.,14.7,29
EXCEL ACADEMY,HUFFMAN ISD,-1,.,.,.,.,.,.
EXCEL ACADEMY (JJAEP),PASADENA ISD,35.7,-1,-1,.,.,.,.
EXCEL ACADEMY (MURWORTH),GOOSE CREEK CISD,-1,-1,-1,.,.,.,.
EXCEL ACADEMY EDUCATION TRANSITION CENTER,EXCEL ACADEMY,21.4,.,50.5,.,.,7.7,.
EXCELLENCE IN LEADERSHIP ACADEMY,EXCELLENCE IN LEADERSHIP ACADEMY,2.5,6.1,.,.,.,13.7,19
EXCELSIOR EL,EXCELSIOR ISD,11.8,0,.,.,.,6.9,25
EXPLORATORY ARTS AND TRILINGUAL ACADEMY,SOUTH SAN ANTONIO ISD,.,.,.,.,.,14.4,.
EZZELL EL,EZZELL ISD,1.4,0,.,.,.,11.7,59
F L MOFFETT PRI,CENTER ISD,.,.,.,.,.,16.7,.
F P CAILLET EL,DALLAS ISD,3.4,.,.,.,.,14.7,36
F S LARA ACADEMY,LAREDO ISD,30.9,0,0,.,.,3.3,.
FABENS EL,FABENS ISD,3.5,.,.,.,.,15.5,29
FABENS H S,FABENS ISD,17.4,.,4.4,872,.,11.4,13
FABENS MIDDLE,FABENS ISD,5.6,0.6,.,.,.,14.6,-1
